Origem,Destino,Companhia Aérea,Tipo de Aeronave,Atraso (min),Tempo de Voo (min),Cancelado,Número de Passageiros,Combustível Estimado (litros)
Recife,Brasília,Gol,Boeing 737,0,209,Não,191,6712.26
Fortaleza,Recife,Gol,Airbus A330,0,106,Não,116,2298.75
Rio de Janeiro,Brasília,Gol,Boeing 777,17,147,Não,106,7576.71
Curitiba,Fortaleza,LATAM,Airbus A320,0,162,Não,59,9181.54
Rio de Janeiro,Salvador,Azul,Embraer 195,112,99,Não,145,12298.13
Recife,Curitiba,Azul,Airbus A330,0,137,Não,80,3535.87
Fortaleza,Salvador,Azul,Boeing 777,140,176,Não,126,14848.49
Curitiba,Rio de Janeiro,LATAM,Boeing 777,0,213,Não,234,8463.77
Curitiba,Brasília,Gol,Airbus A330,0,211,Sim,65,14409.34
São Paulo,Rio de Janeiro,Avianca,Airbus A320,0,59,Não,175,4288.01
Belo Horizonte,Rio de Janeiro,Gol,Airbus A320,0,144,Não,164,10082.82
Brasília,Salvador,Avianca,Airbus A320,70,236,Não,128,6519.43
Rio de Janeiro,Fortaleza,Gol,Airbus A320,0,237,Não,97,2464.48
Salvador,Recife,Gol,Airbus A320,0,216,Não,177,12150.39
Salvador,Rio de Janeiro,Azul,Boeing 777,0,82,Não,55,6335.98
São Paulo,Rio de Janeiro,Azul,Boeing 777,0,102,Não,70,7581.35
Recife,Brasília,LATAM,Boeing 737,0,134,Sim,248,6606.22
Curitiba,Brasília,Gol,Boeing 737,0,148,Sim,119,1890.33
Belo Horizonte,Brasília,Avianca,Airbus A320,25,137,Sim,183,9856.57
São Paulo,Fortaleza,LATAM,Airbus A320,116,86,Não,145,4170.89
Curitiba,Recife,Avianca,Airbus A330,0,194,Não,181,7993.17
Rio de Janeiro,Belo Horizonte,Gol,Boeing 777,69,98,Sim,104,8642.62
São Paulo,Recife,LATAM,Boeing 737,0,46,Sim,103,1444.53
Rio de Janeiro,Belo Horizonte,Azul,Boeing 737,0,61,Não,166,8132.43
São Paulo,Brasília,Gol,Embraer 195,0,239,Sim,167,1499.72
São Paulo,Fortaleza,Gol,Embraer 195,5,163,Não,119,14814.17
Salvador,Belo Horizonte,LATAM,Embraer 195,0,74,Não,66,5701.55
Salvador,Brasília,Azul,Embraer 195,134,216,Não,123,7211.66
Brasília,São Paulo,Avianca,Airbus A320,70,222,Não,162,14391.18
Brasília,Salvador,Gol,Airbus A330,0,52,Não,101,11148.98
Curitiba,Fortaleza,LATAM,Boeing 737,0,168,Não,214,11575.76
Recife,Belo Horizonte,Gol,Airbus A330,0,70,Não,159,8950.02
Curitiba,Belo Horizonte,Avianca,Boeing 737,0,97,Não,179,6873.32
Fortaleza,São Paulo,Azul,Embraer 195,0,230,Não,67,2387.22
São Paulo,Salvador,Avianca,Airbus A330,0,146,Não,101,1585.27
Recife,Belo Horizonte,Gol,Airbus A330,0,187,Sim,140,9391.82
Recife,Brasília,LATAM,Boeing 737,0,223,Não,119,6601.54
Brasília,São Paulo,LATAM,Embraer 195,0,79,Não,89,5832.61
Curitiba,Fortaleza,Avianca,Airbus A330,0,182,Não,144,2664.64
São Paulo,Curitiba,LATAM,Airbus A330,140,87,Não,135,12535.8
Rio de Janeiro,São Paulo,LATAM,Boeing 737,85,187,Não,196,8519.62
Belo Horizonte,Brasília,Azul,Boeing 777,98,179,Não,199,7110.06
Brasília,Curitiba,LATAM,Airbus A320,17,186,Não,55,6691.44
Curitiba,Salvador,Azul,Airbus A330,0,100,Não,131,6326.14
Brasília,Curitiba,LATAM,Embraer 195,103,126,Não,120,8767.81
Belo Horizonte,Recife,Avianca,Embraer 195,0,77,Não,209,13057.75
Belo Horizonte,Fortaleza,Azul,Airbus A330,5,171,Não,116,4881.14
Fortaleza,Curitiba,LATAM,Embraer 195,177,193,Não,62,5951.82
Rio de Janeiro,Fortaleza,Avianca,Embraer 195,0,182,Não,81,2519.7
Salvador,Recife,LATAM,Airbus A320,0,144,Não,144,2876.97
Fortaleza,Curitiba,Gol,Boeing 777,118,146,Sim,228,8929.27
Recife,Rio de Janeiro,Avianca,Boeing 737,0,101,Não,205,4060.16
Curitiba,São Paulo,LATAM,Embraer 195,0,223,Não,244,4862.71
Brasília,Salvador,LATAM,Airbus A330,0,139,Não,178,9691.71
São Paulo,Salvador,LATAM,Boeing 777,0,214,Não,74,9428.95
Salvador,São Paulo,Avianca,Airbus A320,122,170,Não,155,2984.93
Curitiba,São Paulo,LATAM,Embraer 195,0,214,Não,180,7062.97
Curitiba,São Paulo,Avianca,Embraer 195,0,75,Não,224,12818.81
Belo Horizonte,Recife,Gol,Boeing 777,0,78,Não,92,4552.03
Rio de Janeiro,São Paulo,LATAM,Airbus A320,0,198,Não,199,2107.87
Salvador,Brasília,Avianca,Boeing 737,0,237,Não,150,10622.29
Rio de Janeiro,Salvador,Avianca,Boeing 737,61,176,Não,225,13831.4
Brasília,Salvador,Azul,Boeing 737,0,83,Não,72,8046.92
São Paulo,Recife,Avianca,Embraer 195,171,75,Não,53,11723.72
Curitiba,Fortaleza,Azul,Boeing 777,98,58,Não,63,6250.31
Rio de Janeiro,Belo Horizonte,LATAM,Airbus A320,23,165,Não,179,10792.53
Brasília,Fortaleza,Avianca,Airbus A320,101,193,Não,63,10058.46
Belo Horizonte,Rio de Janeiro,Azul,Boeing 737,35,139,Não,147,4359.55
Brasília,Rio de Janeiro,LATAM,Boeing 777,0,86,Não,95,14546.73
Curitiba,Fortaleza,Avianca,Boeing 737,0,227,Não,199,10891.47
São Paulo,Curitiba,Azul,Airbus A320,0,135,Não,186,5973.54
São Paulo,Brasília,Gol,Boeing 737,49,54,Não,171,11392.23
Curitiba,Fortaleza,Avianca,Embraer 195,0,129,Não,92,4623.49
Recife,Rio de Janeiro,Azul,Airbus A320,0,212,Não,247,11786.41
Fortaleza,São Paulo,Gol,Boeing 737,27,211,Não,220,5261.79
Fortaleza,Belo Horizonte,Azul,Boeing 737,0,57,Não,124,11213.16
Brasília,Rio de Janeiro,Avianca,Embraer 195,61,55,Não,134,7020.79
Salvador,Belo Horizonte,Avianca,Boeing 737,0,45,Não,211,10145.35
Belo Horizonte,Fortaleza,Avianca,Airbus A320,0,226,Não,219,13933.66
Curitiba,São Paulo,Gol,Embraer 195,0,173,Não,59,9173.59
Curitiba,São Paulo,Azul,Embraer 195,0,109,Não,93,6388.56
Salvador,Fortaleza,Gol,Boeing 737,0,67,Não,116,10885.36
Recife,São Paulo,Azul,Boeing 777,0,221,Não,52,2174.5
Belo Horizonte,Curitiba,LATAM,Embraer 195,0,149,Não,87,14489.46
Recife,Fortaleza,Azul,Embraer 195,0,108,Não,102,10725.68
Recife,Brasília,Gol,Airbus A320,0,79,Não,140,11394.71
Belo Horizonte,Salvador,Azul,Embraer 195,0,240,Não,98,7114.14
São Paulo,Recife,Gol,Embraer 195,135,169,Não,232,2371.05
Curitiba,Rio de Janeiro,LATAM,Embraer 195,0,108,Não,235,1580.25
Fortaleza,Brasília,Avianca,Boeing 777,129,46,Não,106,13507.61
Rio de Janeiro,Brasília,Azul,Airbus A330,0,227,Sim,134,5706.89
Fortaleza,Recife,Gol,Airbus A320,104,171,Não,86,1409.29
Belo Horizonte,Fortaleza,LATAM,Embraer 195,0,189,Não,233,14637.52
Recife,São Paulo,Azul,Embraer 195,0,173,Não,62,8615.01
São Paulo,Curitiba,LATAM,Boeing 737,131,149,Não,184,5807.1
Brasília,Recife,Azul,Boeing 777,0,121,Não,237,13581.6
Salvador,Rio de Janeiro,Gol,Airbus A320,0,143,Não,66,14912.38
Fortaleza,Rio de Janeiro,Avianca,Airbus A330,0,52,Não,59,7664.03
São Paulo,Rio de Janeiro,LATAM,Embraer 195,0,45,Não,114,12329.28
Salvador,Fortaleza,LATAM,Boeing 737,0,171,Não,162,2969.4
Curitiba,Belo Horizonte,Avianca,Airbus A330,58,189,Não,226,3406.0
Curitiba,Recife,LATAM,Boeing 777,0,161,Sim,97,6136.59
São Paulo,Recife,Azul,Boeing 737,0,199,Não,119,9083.1
Belo Horizonte,Salvador,LATAM,Airbus A330,0,218,Não,92,5101.9
Salvador,Brasília,Gol,Boeing 737,0,210,Não,160,14431.75
Rio de Janeiro,Fortaleza,Gol,Airbus A330,80,107,Não,70,1443.51
Salvador,Brasília,Gol,Boeing 737,164,61,Sim,86,11185.34
Belo Horizonte,Curitiba,LATAM,Airbus A320,0,140,Sim,132,1066.33
Recife,Belo Horizonte,Gol,Embraer 195,0,170,Não,107,12122.31
São Paulo,Brasília,Azul,Embraer 195,0,228,Não,111,3661.28
Fortaleza,Belo Horizonte,Avianca,Airbus A320,0,173,Não,109,1607.91
Curitiba,Brasília,Avianca,Airbus A320,104,49,Sim,104,8230.9
São Paulo,Rio de Janeiro,Gol,Boeing 737,0,191,Não,123,6373.86
Salvador,Curitiba,LATAM,Airbus A320,0,238,Sim,135,11571.36
Fortaleza,São Paulo,Avianca,Airbus A320,0,221,Não,146,8391.7
Recife,Rio de Janeiro,Azul,Airbus A320,0,137,Não,143,7961.64
Belo Horizonte,Brasília,Azul,Boeing 777,0,79,Sim,131,1932.2
São Paulo,Salvador,Gol,Boeing 737,0,83,Não,181,7868.89
São Paulo,Salvador,Azul,Boeing 737,0,104,Sim,97,5511.64
Belo Horizonte,Salvador,Gol,Boeing 777,0,89,Não,228,7848.48
Curitiba,Brasília,Avianca,Airbus A320,0,45,Não,142,3799.88
Curitiba,São Paulo,Gol,Airbus A320,0,195,Não,218,2503.21
Rio de Janeiro,Fortaleza,Gol,Boeing 777,0,204,Não,86,1074.94
Curitiba,Fortaleza,Azul,Airbus A330,0,51,Não,112,8712.85
Rio de Janeiro,Brasília,Avianca,Airbus A320,0,175,Não,52,9023.24
Fortaleza,Curitiba,Azul,Embraer 195,0,117,Não,98,9267.39
Fortaleza,Curitiba,Avianca,Boeing 777,0,229,Não,101,8819.82
São Paulo,Recife,LATAM,Boeing 737,0,81,Não,189,14836.44
Brasília,Curitiba,Gol,Airbus A320,0,149,Não,70,12349.85
Fortaleza,Belo Horizonte,LATAM,Airbus A330,0,85,Não,86,9506.08
Rio de Janeiro,Recife,Gol,Airbus A330,138,148,Sim,143,1550.2
Brasília,Recife,Gol,Airbus A320,0,121,Não,141,13091.52
Salvador,Belo Horizonte,Azul,Boeing 777,0,144,Não,171,4693.66
São Paulo,Fortaleza,Azul,Boeing 737,0,86,Não,243,7161.65
São Paulo,Salvador,Avianca,Airbus A320,0,120,Não,78,5312.23
Belo Horizonte,Fortaleza,Gol,Airbus A320,0,97,Não,181,13275.73
Belo Horizonte,Salvador,Azul,Airbus A330,139,112,Não,215,2162.37
Fortaleza,Recife,Avianca,Boeing 777,0,159,Não,58,6864.64
Recife,Salvador,Gol,Airbus A320,0,153,Não,211,5875.21
Salvador,Brasília,Azul,Airbus A320,0,163,Não,231,10992.06
Belo Horizonte,Curitiba,Gol,Airbus A330,0,166,Não,85,11111.31
Rio de Janeiro,Fortaleza,Avianca,Embraer 195,54,69,Não,121,4361.32
São Paulo,Rio de Janeiro,Azul,Boeing 777,0,89,Não,229,14785.75
Curitiba,São Paulo,Gol,Boeing 777,180,237,Não,222,10300.15
Recife,Brasília,Avianca,Embraer 195,0,104,Não,140,6068.11
Rio de Janeiro,Brasília,Azul,Embraer 195,172,199,Não,184,5962.56
Curitiba,Fortaleza,Avianca,Boeing 737,0,110,Não,55,12522.39
Curitiba,Belo Horizonte,Avianca,Boeing 777,150,75,Não,204,14857.3
Belo Horizonte,Salvador,Gol,Boeing 737,0,126,Não,188,12206.78
Rio de Janeiro,Fortaleza,LATAM,Embraer 195,0,194,Não,177,12964.61
Belo Horizonte,Fortaleza,Gol,Airbus A320,51,143,Não,149,2988.4
São Paulo,Curitiba,Avianca,Airbus A330,0,80,Não,82,2883.06
Brasília,São Paulo,LATAM,Embraer 195,0,96,Não,150,6625.83
Recife,Brasília,Azul,Embraer 195,131,238,Não,234,1568.83
Salvador,Brasília,Gol,Embraer 195,0,223,Não,240,5205.16
Fortaleza,Salvador,Azul,Embraer 195,176,99,Não,234,1891.5
Fortaleza,Rio de Janeiro,Azul,Boeing 737,51,238,Não,198,12395.88
Salvador,Recife,Azul,Boeing 737,0,54,Não,194,11690.99
São Paulo,Brasília,Gol,Boeing 737,0,64,Não,130,3446.72
Belo Horizonte,Salvador,LATAM,Airbus A330,80,91,Não,54,11758.95
Curitiba,Salvador,Azul,Airbus A330,57,174,Não,75,7796.19
Curitiba,Belo Horizonte,Gol,Boeing 777,0,65,Não,121,4063.83
Rio de Janeiro,Salvador,Avianca,Embraer 195,0,84,Não,246,14703.32
São Paulo,Belo Horizonte,Avianca,Airbus A320,0,65,Sim,152,2110.47
Rio de Janeiro,São Paulo,Azul,Airbus A320,120,99,Não,106,8599.63
Fortaleza,Recife,Avianca,Airbus A320,124,155,Não,76,5572.08
Salvador,Belo Horizonte,Azul,Boeing 777,0,183,Não,195,13502.32
Salvador,Fortaleza,Azul,Airbus A320,0,207,Não,89,14260.68
Belo Horizonte,Fortaleza,LATAM,Embraer 195,0,131,Não,151,9024.21
Salvador,Fortaleza,LATAM,Boeing 737,0,71,Não,234,6913.7
Fortaleza,Rio de Janeiro,Gol,Boeing 777,33,113,Não,76,6548.9
Rio de Janeiro,Recife,LATAM,Embraer 195,143,55,Não,209,1316.91
Brasília,Belo Horizonte,Avianca,Airbus A320,0,60,Não,134,11443.98
Fortaleza,Brasília,Gol,Airbus A330,0,160,Não,100,7452.53
Rio de Janeiro,Recife,Gol,Boeing 737,84,191,Não,88,5725.76
São Paulo,Recife,Avianca,Boeing 777,0,48,Não,95,4146.35
Salvador,São Paulo,Gol,Airbus A320,0,83,Não,109,7291.29
Belo Horizonte,Brasília,Azul,Airbus A320,0,211,Não,207,12101.51
Curitiba,Recife,Avianca,Airbus A320,81,207,Não,191,14830.23
Fortaleza,Salvador,Azul,Airbus A320,131,68,Não,63,12384.44
Curitiba,Brasília,Gol,Boeing 737,0,160,Não,233,8025.7
Fortaleza,Brasília,Avianca,Boeing 777,161,108,Não,64,9166.7
Rio de Janeiro,Curitiba,Azul,Embraer 195,0,120,Sim,52,11861.27
Recife,Curitiba,Azul,Airbus A320,158,218,Não,244,11708.51
São Paulo,Rio de Janeiro,Avianca,Boeing 777,0,89,Não,167,13336.3
Belo Horizonte,Recife,Avianca,Boeing 737,0,127,Não,68,1036.97
São Paulo,Salvador,Azul,Airbus A330,0,207,Não,108,4106.52
Fortaleza,Salvador,Gol,Airbus A330,0,205,Não,71,12627.71
Fortaleza,Belo Horizonte,LATAM,Boeing 737,138,111,Não,71,1465.52
Belo Horizonte,Curitiba,Gol,Airbus A330,0,54,Não,235,13761.26
Brasília,Rio de Janeiro,Gol,Airbus A330,6,126,Não,215,5795.41
São Paulo,Rio de Janeiro,Avianca,Boeing 737,0,188,Não,173,9851.79
São Paulo,Fortaleza,Avianca,Airbus A320,0,120,Não,172,11088.88
Recife,Fortaleza,Gol,Boeing 777,0,218,Não,186,1600.18
Curitiba,Fortaleza,LATAM,Airbus A330,0,180,Não,246,9071.78
Rio de Janeiro,Curitiba,Avianca,Boeing 777,0,213,Não,199,4832.52
Recife,Fortaleza,Avianca,Airbus A320,0,135,Não,55,9763.14
Belo Horizonte,Curitiba,Avianca,Boeing 737,0,119,Não,196,12856.85
Fortaleza,São Paulo,Gol,Embraer 195,0,112,Não,118,7500.58
Curitiba,São Paulo,Avianca,Boeing 777,0,143,Não,112,5104.78
São Paulo,Brasília,Azul,Airbus A320,40,122,Não,180,2291.21
Recife,Belo Horizonte,Gol,Boeing 777,87,224,Não,154,8792.01
Belo Horizonte,São Paulo,LATAM,Boeing 777,132,122,Não,124,8410.6
São Paulo,Rio de Janeiro,LATAM,Boeing 777,0,101,Não,138,11839.77
São Paulo,Curitiba,Avianca,Embraer 195,155,213,Não,235,7092.17
Belo Horizonte,Curitiba,Avianca,Boeing 737,0,120,Não,167,3392.67
Brasília,Rio de Janeiro,Avianca,Airbus A320,0,124,Não,174,4887.49
Fortaleza,Brasília,LATAM,Boeing 777,0,57,Não,234,7479.07
Curitiba,Rio de Janeiro,LATAM,Boeing 737,0,62,Não,118,11632.7
Fortaleza,Brasília,Gol,Airbus A320,133,192,Não,125,5909.84
São Paulo,Rio de Janeiro,Azul,Airbus A320,0,64,Não,229,2015.42
Fortaleza,São Paulo,Azul,Embraer 195,138,69,Não,162,14315.94
São Paulo,Fortaleza,LATAM,Boeing 777,14,64,Sim,188,2535.26
Curitiba,Brasília,LATAM,Airbus A330,0,135,Não,100,2175.5
Brasília,Salvador,Avianca,Boeing 777,0,123,Não,76,7455.68
Fortaleza,São Paulo,Gol,Airbus A320,0,69,Não,205,1562.91
Brasília,Curitiba,LATAM,Embraer 195,92,163,Não,139,10481.28
Belo Horizonte,Curitiba,Avianca,Airbus A330,0,68,Não,212,8862.73
Salvador,Belo Horizonte,Gol,Embraer 195,0,147,Não,168,6844.91
Belo Horizonte,Fortaleza,Azul,Embraer 195,66,81,Não,171,9002.86
Belo Horizonte,Brasília,LATAM,Airbus A320,0,82,Não,83,9158.82
Recife,Curitiba,LATAM,Airbus A320,126,153,Não,79,11834.14
Recife,São Paulo,Gol,Boeing 777,0,71,Não,240,9391.25
Curitiba,Belo Horizonte,LATAM,Airbus A330,0,135,Não,222,8706.38
Fortaleza,Curitiba,Gol,Boeing 777,66,96,Não,185,5344.89
Recife,Fortaleza,Azul,Embraer 195,0,97,Não,175,2956.2
São Paulo,Salvador,Avianca,Boeing 777,65,157,Não,72,8445.86
Rio de Janeiro,São Paulo,Avianca,Airbus A330,137,124,Não,80,7650.84
Fortaleza,Rio de Janeiro,LATAM,Airbus A320,0,193,Não,167,9917.69
Curitiba,Recife,LATAM,Airbus A320,0,79,Não,134,5702.15
Brasília,São Paulo,LATAM,Airbus A330,149,121,Não,180,2028.1
Rio de Janeiro,Curitiba,Azul,Embraer 195,93,132,Não,54,4318.22
Fortaleza,Rio de Janeiro,Azul,Airbus A320,0,46,Não,105,11389.94
Fortaleza,Recife,Azul,Boeing 777,72,66,Não,201,14810.24
Salvador,Brasília,LATAM,Boeing 737,0,111,Não,241,4069.61
Belo Horizonte,Recife,Azul,Airbus A330,0,82,Sim,141,6534.48
Belo Horizonte,Fortaleza,LATAM,Airbus A330,0,239,Não,55,11927.27
Curitiba,Rio de Janeiro,Gol,Airbus A330,73,143,Não,222,14721.66
São Paulo,Rio de Janeiro,LATAM,Embraer 195,0,125,Não,59,10659.48
Brasília,Salvador,LATAM,Airbus A320,0,57,Não,219,3612.65
Fortaleza,Brasília,Gol,Airbus A320,30,103,Não,129,8038.07
Curitiba,Fortaleza,LATAM,Airbus A330,0,203,Não,76,7179.32
Belo Horizonte,Recife,Azul,Airbus A320,61,225,Não,178,12427.25
Curitiba,Fortaleza,Gol,Embraer 195,0,225,Não,90,5429.41
Fortaleza,Curitiba,Azul,Airbus A330,0,126,Não,221,11456.03
Belo Horizonte,Rio de Janeiro,Avianca,Boeing 777,0,69,Não,163,6914.09
São Paulo,Fortaleza,LATAM,Boeing 737,0,220,Não,115,9286.14
Salvador,Recife,LATAM,Embraer 195,0,160,Não,155,14344.59
Curitiba,Brasília,Azul,Boeing 737,89,80,Não,218,11053.53
Salvador,Belo Horizonte,LATAM,Boeing 737,69,69,Sim,249,11462.93
Curitiba,Rio de Janeiro,Avianca,Boeing 777,0,99,Não,144,3389.07
Curitiba,Fortaleza,Gol,Airbus A330,70,48,Não,53,14991.31
Rio de Janeiro,Recife,Azul,Airbus A330,0,148,Não,144,7296.24
Curitiba,Belo Horizonte,Avianca,Boeing 737,98,208,Não,136,8995.77
Salvador,Brasília,LATAM,Airbus A320,171,111,Não,157,10924.54
Fortaleza,Brasília,LATAM,Boeing 777,0,74,Não,247,2101.98
Curitiba,Brasília,Azul,Airbus A320,0,219,Não,105,11284.07
Salvador,Belo Horizonte,LATAM,Airbus A320,0,49,Não,65,4471.29
Salvador,Fortaleza,Gol,Boeing 777,0,157,Não,103,9931.26
Recife,Brasília,Avianca,Airbus A320,0,205,Não,159,11471.79
Belo Horizonte,Rio de Janeiro,Avianca,Embraer 195,0,83,Não,212,13669.93
Belo Horizonte,Recife,Azul,Boeing 737,0,222,Não,63,11246.9
Salvador,Recife,Gol,Airbus A320,0,71,Não,216,9811.4
Belo Horizonte,Curitiba,Gol,Boeing 737,0,211,Não,222,7122.14
Brasília,Fortaleza,LATAM,Embraer 195,0,70,Não,190,12459.02
Brasília,Fortaleza,Azul,Airbus A330,0,162,Não,153,14312.82
Brasília,Fortaleza,Gol,Airbus A320,0,132,Não,75,8455.32
Fortaleza,Curitiba,LATAM,Embraer 195,53,91,Não,111,6192.73
Rio de Janeiro,Curitiba,Azul,Boeing 737,0,142,Não,156,14775.9
Rio de Janeiro,Brasília,LATAM,Embraer 195,0,154,Não,147,11551.46
Fortaleza,Recife,Gol,Airbus A320,0,207,Não,144,2372.55
São Paulo,Curitiba,Avianca,Boeing 737,0,50,Não,193,2306.35
Recife,São Paulo,Gol,Boeing 777,0,208,Não,178,8906.28
Recife,Rio de Janeiro,Azul,Boeing 737,100,70,Não,250,9249.06
Recife,Curitiba,Gol,Airbus A330,0,139,Não,99,2424.31
Brasília,Rio de Janeiro,Gol,Boeing 777,0,114,Não,157,8599.81
Brasília,Salvador,Gol,Embraer 195,41,69,Não,128,9365.27
Curitiba,São Paulo,Azul,Boeing 777,0,158,Não,97,13355.87
Recife,Fortaleza,Azul,Embraer 195,0,211,Não,161,9511.99
Fortaleza,Brasília,Avianca,Embraer 195,0,136,Não,136,1628.9
Recife,Fortaleza,Avianca,Boeing 737,0,78,Não,167,6325.55
Recife,São Paulo,Gol,Airbus A320,0,108,Não,245,9951.5
Salvador,São Paulo,LATAM,Airbus A320,180,64,Não,87,13597.85
Brasília,Rio de Janeiro,Azul,Airbus A330,135,227,Não,70,1792.46
Brasília,São Paulo,LATAM,Embraer 195,0,122,Não,196,7502.36
Salvador,São Paulo,Azul,Airbus A320,21,91,Sim,250,2033.77
Belo Horizonte,Brasília,LATAM,Airbus A330,0,165,Não,60,2045.88
Brasília,São Paulo,LATAM,Boeing 777,0,137,Não,121,10866.91
Belo Horizonte,Salvador,LATAM,Airbus A320,0,105,Não,216,13748.21
São Paulo,Brasília,Avianca,Boeing 777,0,57,Não,168,9793.16
Brasília,São Paulo,Gol,Airbus A330,0,54,Não,228,5550.22
Salvador,Fortaleza,Gol,Airbus A320,0,90,Não,249,11695.65
Brasília,Belo Horizonte,Azul,Embraer 195,0,107,Não,171,4220.05
Brasília,São Paulo,Azul,Airbus A320,74,83,Não,227,8449.81
Belo Horizonte,Rio de Janeiro,Avianca,Boeing 777,0,189,Não,100,4540.99
Brasília,Belo Horizonte,Gol,Airbus A330,0,227,Não,121,7413.4
Salvador,Rio de Janeiro,LATAM,Airbus A330,106,121,Não,157,2568.26
Curitiba,São Paulo,Azul,Boeing 777,0,114,Não,230,1243.28
Rio de Janeiro,Recife,Avianca,Airbus A330,0,115,Não,192,5403.87
Curitiba,Belo Horizonte,Azul,Boeing 737,171,197,Não,219,2424.28
Belo Horizonte,Brasília,Azul,Boeing 777,88,219,Não,154,1299.43
Salvador,Brasília,LATAM,Airbus A320,0,240,Não,136,12167.56
Rio de Janeiro,Recife,Avianca,Boeing 777,0,87,Não,144,12932.5
Fortaleza,São Paulo,Avianca,Boeing 737,0,189,Não,242,10922.96
Fortaleza,Salvador,Avianca,Airbus A330,0,208,Não,115,8805.84
São Paulo,Belo Horizonte,LATAM,Boeing 777,0,221,Não,158,12104.68
Rio de Janeiro,Fortaleza,LATAM,Airbus A320,22,58,Não,208,5196.48
Brasília,Salvador,Gol,Boeing 777,0,165,Não,134,6358.72
Belo Horizonte,Recife,Azul,Boeing 777,63,90,Não,197,12979.77
Rio de Janeiro,São Paulo,Avianca,Airbus A320,0,186,Não,81,9929.54
Recife,Rio de Janeiro,Gol,Airbus A320,0,179,Não,231,8859.33
Rio de Janeiro,Curitiba,Gol,Boeing 737,0,120,Não,140,11951.96
Recife,Fortaleza,Avianca,Boeing 777,0,114,Não,151,2083.64
São Paulo,Salvador,Avianca,Airbus A320,30,211,Não,53,9088.66
São Paulo,Recife,LATAM,Airbus A330,0,213,Não,69,14391.79
Rio de Janeiro,São Paulo,Gol,Embraer 195,0,161,Não,219,8295.36
São Paulo,Recife,Avianca,Boeing 737,0,168,Não,166,4874.57
Brasília,Fortaleza,Azul,Airbus A320,15,153,Não,94,3849.79
Recife,Rio de Janeiro,Avianca,Airbus A320,0,143,Não,129,8536.65
Recife,Curitiba,Azul,Boeing 777,144,161,Não,87,8310.76
Brasília,Fortaleza,Gol,Boeing 777,0,146,Não,191,3297.02
Fortaleza,Belo Horizonte,Avianca,Boeing 737,0,165,Não,81,12728.58
São Paulo,Belo Horizonte,Azul,Boeing 737,0,64,Não,69,13696.46
Belo Horizonte,Recife,LATAM,Boeing 777,0,74,Não,174,8613.76
Belo Horizonte,Brasília,Azul,Boeing 777,70,110,Não,162,12586.42
Belo Horizonte,Brasília,Gol,Airbus A320,0,177,Não,247,1641.63
Belo Horizonte,São Paulo,Azul,Boeing 737,98,175,Não,147,5826.94
Salvador,Curitiba,Gol,Embraer 195,152,65,Não,67,13692.43
Recife,Fortaleza,LATAM,Airbus A330,82,151,Não,121,14630.41
Fortaleza,Salvador,LATAM,Embraer 195,0,222,Não,92,8612.63
Belo Horizonte,Brasília,Avianca,Boeing 737,0,239,Não,227,13059.84
Brasília,Salvador,LATAM,Airbus A320,0,125,Não,161,10405.23
Rio de Janeiro,Belo Horizonte,Gol,Airbus A320,0,164,Não,77,2708.46
São Paulo,Curitiba,Avianca,Airbus A320,0,52,Não,211,6872.15
Curitiba,Rio de Janeiro,Azul,Airbus A320,0,146,Não,243,13828.88
Salvador,Curitiba,Azul,Boeing 737,61,168,Não,56,5137.24
Rio de Janeiro,Belo Horizonte,Gol,Airbus A330,0,220,Não,74,13458.84
Brasília,Fortaleza,LATAM,Boeing 737,0,208,Não,169,3148.98
Rio de Janeiro,Belo Horizonte,LATAM,Airbus A330,0,168,Não,192,7905.11
Salvador,Recife,Azul,Airbus A330,0,163,Não,107,4644.19
Salvador,Belo Horizonte,LATAM,Embraer 195,0,130,Não,116,7988.88
Fortaleza,Salvador,Azul,Boeing 737,0,162,Não,234,1159.97
São Paulo,Recife,Azul,Embraer 195,0,93,Não,235,1022.9
Recife,Fortaleza,Gol,Boeing 737,0,163,Sim,238,6517.8
Fortaleza,Belo Horizonte,Gol,Boeing 777,102,175,Não,162,13657.2
Recife,Brasília,Avianca,Airbus A320,0,208,Não,65,13236.94
Recife,Salvador,Gol,Airbus A320,0,110,Não,146,11397.47
Recife,Fortaleza,Avianca,Boeing 777,0,161,Não,130,10102.84
Belo Horizonte,Salvador,Azul,Airbus A320,67,154,Não,116,13456.59
Recife,São Paulo,Avianca,Airbus A320,0,165,Não,127,5841.53
Curitiba,Fortaleza,Gol,Boeing 737,0,53,Não,215,7541.51
Salvador,São Paulo,Gol,Airbus A320,0,147,Não,137,6885.96
Brasília,Recife,Avianca,Airbus A330,0,238,Não,118,11690.13
Brasília,Fortaleza,Gol,Airbus A330,0,231,Não,129,4467.65
Fortaleza,São Paulo,Gol,Airbus A330,132,112,Não,225,8886.43
Brasília,Recife,LATAM,Airbus A320,125,222,Sim,127,2512.71
São Paulo,Salvador,LATAM,Embraer 195,103,191,Não,73,9250.41
Curitiba,Salvador,Avianca,Embraer 195,0,100,Não,79,14067.57
São Paulo,Brasília,Avianca,Boeing 777,126,228,Não,206,13367.32
Curitiba,Rio de Janeiro,Azul,Airbus A320,0,109,Não,102,6870.18
Brasília,Belo Horizonte,LATAM,Boeing 737,157,139,Não,227,4871.47
